event_id,event_timestamp,event_type,business_domain,region,related_entity_id,operational_cost,revenue_impact,governance_risk_level,business_impact_hours,event_status
EVT0003437,2022-11-28,refund_issued,Finance,Northeast,ENT17700,1167.12,-20781.84,Low,2.9,Completed
EVT0003438,2022-11-28,work_order_completed,Operations,Southeast,ENT14834,9558.93,0,High,9.1,Delayed
EVT0003439,2022-11-28,forecast_adjusted,FP&A,Southeast,ENT76546,301.6,4058.83,Low,0.9,Completed
EVT0003440,2022-11-28,work_order_completed,Operations,Central,ENT23036,4857.6,0,High,9.6,Open
EVT0003441,2022-11-28,work_order_completed,Operations,Southeast,ENT83713,29764.42,0,Medium,7.2,Completed
EVT0003442,2022-11-28,refund_issued,Finance,Northeast,ENT05526,5734.44,-23510.94,Medium,4.6,Completed
EVT0003443,2022-11-28,vendor_onboarded,Vendor Governance,Southwest,ENT65908,10588.45,0,Low,1.9,Completed
EVT0003444,2022-11-28,work_order_completed,Operations,Central,ENT07102,10161.17,0,Medium,5.9,Completed
EVT0003445,2022-11-28,work_order_completed,Operations,Central,ENT56718,15433.3,0,Medium,2.2,Completed
EVT0003446,2022-11-28,asset_maintenance_completed,Asset Management,Southwest,ENT90067,12939.46,0,Medium,5.5,Completed
EVT0003447,2022-11-28,invoice_processed,Finance,Southeast,ENT43032,957.12,42728.55,Low,0.7,Completed
EVT0003448,2022-11-28,work_order_completed,Operations,Northwest,ENT81236,15400.35,0,Medium,2.4,Completed
EVT0003449,2022-11-28,invoice_processed,Finance,Southeast,ENT55296,1079.69,47633.37,Low,0.8,Open
EVT0003450,2022-11-28,invoice_processed,Finance,Northeast,ENT31990,1889.7,23007.09,Low,0.6,Completed
EVT0003451,2022-11-28,invoice_processed,Finance,Southwest,ENT05326,1485.8,6471.64,Low,1.1,Open
EVT0003452,2022-11-28,invoice_processed,Finance,Northeast,ENT58031,534.66,56675.47,Low,0.8,Completed
EVT0003453,2022-11-28,invoice_processed,Finance,Northwest,ENT36886,887.85,57078.4,Low,0.7,Completed
EVT0003454,2022-11-28,invoice_processed,Finance,Central,ENT91133,651.72,75616.23,Low,1.0,Completed
EVT0003455,2022-11-28,invoice_processed,Finance,Northeast,ENT26427,2135.56,81680.38,Low,0.9,Completed
EVT0003456,2022-11-28,work_order_completed,Operations,Northwest,ENT12290,8253.53,0,High,9.3,Completed
EVT0003457,2022-11-29,invoice_processed,Finance,Northeast,ENT99492,1220.65,5598.14,Low,0.4,Completed
EVT0003458,2022-11-29,invoice_processed,Finance,Northwest,ENT41023,320.69,79393.13,Low,0.8,Completed
EVT0003459,2022-11-29,refund_issued,Finance,Northeast,ENT32525,484.67,-15043.0,Low,2.5,Completed
EVT0003460,2022-11-29,work_order_completed,Operations,Southeast,ENT50976,13197.88,0,Low,3.3,Completed
EVT0003461,2022-11-29,refund_issued,Finance,Southwest,ENT86040,2454.99,-14751.36,Low,1.3,Completed
EVT0003462,2022-11-29,work_order_completed,Operations,Central,ENT74346,11275.69,0,Medium,6.8,Completed
EVT0003463,2022-11-29,work_order_completed,Operations,Southeast,ENT02856,28863.32,0,Medium,5.6,Completed
EVT0003464,2022-11-29,work_order_completed,Operations,Central,ENT39674,27729.37,0,High,9.3,Delayed
EVT0003465,2022-11-29,invoice_processed,Finance,Northeast,ENT74788,629.46,40423.76,Low,0.3,Completed
EVT0003466,2022-11-29,asset_maintenance_completed,Asset Management,Southeast,ENT84932,6406.7,0,Medium,4.3,Completed
EVT0003467,2022-11-29,work_order_completed,Operations,Central,ENT27564,13807.79,0,Medium,7.4,Completed
EVT0003468,2022-11-29,work_order_completed,Operations,Southeast,ENT96059,14628.53,0,Low,1.8,Completed
EVT0003469,2022-11-29,forecast_adjusted,FP&A,Southeast,ENT98578,710.39,1988.13,Low,1.9,Completed
EVT0003470,2022-11-29,refund_issued,Finance,Central,ENT71203,5765.98,-11238.52,Low,1.0,Completed
EVT0003471,2022-11-29,work_order_completed,Operations,Southwest,ENT02534,3831.3,0,Medium,6.8,Completed
EVT0003472,2022-11-30,invoice_processed,Finance,Northwest,ENT51380,1677.45,25297.66,Low,0.6,Completed
EVT0003473,2022-11-30,refund_issued,Finance,Northwest,ENT21846,4452.02,-21550.56,Low,2.0,Open
EVT0003474,2022-11-30,work_order_completed,Operations,Northeast,ENT25932,25249.89,0,Medium,7.2,Completed
EVT0003475,2022-11-30,refund_issued,Finance,Southwest,ENT61107,3323.11,-24246.55,Low,3.3,Completed
EVT0003476,2022-11-30,forecast_adjusted,FP&A,Central,ENT10230,103.13,-7558.74,Low,0.9,Completed
EVT0003477,2022-11-30,work_order_completed,Operations,Southeast,ENT11670,27320.66,0,High,9.6,Completed
EVT0003478,2022-11-30,work_order_completed,Operations,Central,ENT59278,9165.4,0,High,9.9,Delayed
EVT0003479,2022-11-30,invoice_processed,Finance,Central,ENT50285,1388.71,75881.75,Low,1.5,Completed
EVT0003480,2022-11-30,refund_issued,Finance,Northwest,ENT24971,1466.76,-16621.64,Medium,5.8,Completed
EVT0003481,2022-11-30,invoice_processed,Finance,Northeast,ENT93551,1028.36,33786.68,Low,1.1,Completed
EVT0003482,2022-11-30,invoice_processed,Finance,Northeast,ENT28712,680.39,21480.72,Low,1.2,Completed
EVT0003483,2022-12-01,asset_maintenance_completed,Asset Management,Northwest,ENT20493,8639.16,0,High,10.2,Delayed
EVT0003484,2022-12-01,work_order_completed,Operations,Central,ENT49715,10632.62,0,Medium,4.2,Open
EVT0003485,2022-12-01,invoice_processed,Finance,Central,ENT65702,2289.25,71294.28,Low,0.7,Completed
EVT0003486,2022-12-01,refund_issued,Finance,Northwest,ENT50533,3770.0,-17826.63,Medium,4.6,Open
EVT0003487,2022-12-01,invoice_processed,Finance,Central,ENT39499,1156.86,63949.1,Low,0.5,Completed
EVT0003488,2022-12-01,invoice_processed,Finance,Northeast,ENT27697,2439.03,74504.41,Low,1.0,Completed
EVT0003489,2022-12-01,asset_maintenance_completed,Asset Management,Central,ENT86148,38263.09,0,High,10.8,Completed
EVT0003490,2022-12-01,forecast_adjusted,FP&A,Central,ENT16640,770.55,-5582.07,Low,0.4,Open
EVT0003491,2022-12-01,forecast_adjusted,FP&A,Southeast,ENT81221,435.06,106.27,Low,0.3,Completed
EVT0003492,2022-12-01,invoice_processed,Finance,Northwest,ENT06719,402.87,60227.92,Low,1.4,Completed
EVT0003493,2022-12-01,forecast_adjusted,FP&A,Northwest,ENT59210,526.47,1716.8,Low,0.8,Completed
EVT0003494,2022-12-01,invoice_processed,Finance,Central,ENT36275,892.81,64875.45,Low,0.5,Completed
EVT0003495,2022-12-01,work_order_completed,Operations,Southeast,ENT15388,2029.84,0,Low,1.9,Completed
EVT0003496,2022-12-01,refund_issued,Finance,Southwest,ENT79122,4562.65,-4625.28,Low,2.1,Completed
EVT0003497,2022-12-01,invoice_processed,Finance,Northeast,ENT21305,1577.65,67743.6,Low,0.6,Open
EVT0003498,2022-12-01,work_order_completed,Operations,Northeast,ENT15659,4320.46,0,Low,2.6,Completed
EVT0003499,2022-12-01,invoice_processed,Finance,Southeast,ENT13677,2382.35,35943.18,Low,0.8,Completed
EVT0003500,2022-12-02,invoice_processed,Finance,Northwest,ENT52143,1081.4,53750.42,Low,1.0,Completed
EVT0003501,2022-12-02,work_order_completed,Operations,Northeast,ENT71907,19637.83,0,High,9.5,Delayed
EVT0003502,2022-12-02,invoice_processed,Finance,Central,ENT04005,897.81,81139.62,Low,1.4,Completed
EVT0003503,2022-12-02,forecast_adjusted,FP&A,Central,ENT35475,566.93,-1342.11,Low,1.7,Completed
EVT0003504,2022-12-02,invoice_processed,Finance,Northeast,ENT19549,132.39,53778.74,Low,0.4,Completed
EVT0003505,2022-12-02,work_order_completed,Operations,Central,ENT14083,11449.03,0,Low,2.7,Delayed
EVT0003506,2022-12-02,invoice_processed,Finance,Southeast,ENT41804,2485.38,58122.68,Low,1.4,Open
EVT0003507,2022-12-02,forecast_adjusted,FP&A,Southwest,ENT21693,663.76,5103.04,Low,1.9,Completed
EVT0003508,2022-12-02,invoice_processed,Finance,Northeast,ENT15257,1111.55,39842.83,Low,0.6,Completed
EVT0003509,2022-12-02,asset_maintenance_completed,Asset Management,Southeast,ENT26975,13862.33,0,High,10.8,Reversed
EVT0003510,2022-12-02,invoice_processed,Finance,Southwest,ENT75783,1038.3,41094.7,Low,0.1,Completed
EVT0003511,2022-12-02,invoice_processed,Finance,Northwest,ENT76230,1202.78,28681.82,Low,1.2,Completed
EVT0003512,2022-12-02,work_order_completed,Operations,Central,ENT44447,14428.0,0,Low,3.6,Reversed
EVT0003513,2022-12-02,work_order_completed,Operations,Central,ENT49594,11920.17,0,Medium,4.8,Completed
EVT0003514,2022-12-02,work_order_completed,Operations,Northeast,ENT59594,1662.2,0,Medium,4.4,Completed
EVT0003515,2022-12-02,invoice_processed,Finance,Southeast,ENT20402,1140.04,10949.02,Low,0.3,Completed
EVT0003516,2022-12-02,asset_maintenance_completed,Asset Management,Northeast,ENT94320,5629.59,0,Low,3.7,Completed
EVT0003517,2022-12-02,asset_maintenance_completed,Asset Management,Northeast,ENT89811,22292.42,0,Medium,3.3,Delayed
EVT0003518,2022-12-02,invoice_processed,Finance,Northeast,ENT60675,888.08,41707.56,Low,0.7,Completed
EVT0003519,2022-12-02,refund_issued,Finance,Northeast,ENT32149,5864.3,-2276.7,Medium,4.2,Completed
EVT0003520,2022-12-02,work_order_completed,Operations,Southeast,ENT43562,572.95,0,Medium,7.8,Completed
EVT0003521,2022-12-02,refund_issued,Finance,Southeast,ENT02653,5612.73,-4808.21,Medium,4.9,Completed
EVT0003522,2022-12-02,work_order_completed,Operations,Northwest,ENT82670,28099.56,0,Medium,4.3,Open
EVT0003523,2022-12-03,work_order_completed,Operations,Northeast,ENT66453,1329.21,0,Medium,6.8,Completed
EVT0003524,2022-12-03,work_order_completed,Operations,Southwest,ENT24538,11087.29,0,Medium,7.5,Completed
EVT0003525,2022-12-03,work_order_completed,Operations,Southwest,ENT85302,27847.12,0,Medium,1.4,Completed
EVT0003526,2022-12-03,vendor_onboarded,Vendor Governance,Northeast,ENT46609,7712.39,0,Low,3.9,Completed
EVT0003527,2022-12-03,invoice_processed,Finance,Northwest,ENT75476,1528.63,27392.99,Low,0.8,Completed
EVT0003528,2022-12-03,invoice_processed,Finance,Southwest,ENT36917,767.32,68794.62,Low,0.1,Delayed
EVT0003529,2022-12-03,invoice_processed,Finance,Southeast,ENT94702,1101.85,23822.08,Low,0.9,Completed
EVT0003530,2022-12-03,refund_issued,Finance,Central,ENT69316,5998.42,-9589.21,Medium,4.3,Delayed
EVT0003531,2022-12-03,invoice_processed,Finance,Northeast,ENT76604,999.42,14119.55,Low,0.4,Completed
EVT0003532,2022-12-03,invoice_processed,Finance,Central,ENT59583,1858.88,72775.15,Low,1.1,Completed
EVT0003533,2022-12-03,refund_issued,Finance,Central,ENT84576,1733.6,-7564.97,Medium,4.3,Completed
EVT0003534,2022-12-03,vendor_onboarded,Vendor Governance,Northwest,ENT98575,3982.21,0,Low,2.0,Completed
EVT0003535,2022-12-03,work_order_completed,Operations,Northeast,ENT36053,22699.55,0,Medium,6.6,Completed
EVT0003536,2022-12-03,invoice_processed,Finance,Central,ENT58634,251.69,24880.05,Low,1.3,Completed
EVT0003537,2022-12-03,asset_maintenance_completed,Asset Management,Northeast,ENT10039,44161.31,0,Medium,5.7,Completed
EVT0003538,2022-12-03,invoice_processed,Finance,Central,ENT74308,769.25,4698.54,Low,0.7,Completed
EVT0003539,2022-12-03,invoice_processed,Finance,Central,ENT61640,1990.35,18425.98,Low,0.4,Completed
EVT0003540,2022-12-03,invoice_processed,Finance,Northeast,ENT17414,2324.66,51476.17,Low,0.9,Completed
EVT0003541,2022-12-04,invoice_processed,Finance,Southwest,ENT80701,1629.39,72294.22,Low,0.7,Completed
EVT0003542,2022-12-04,invoice_processed,Finance,Southeast,ENT86302,2459.98,28792.72,Low,0.2,Completed
EVT0003543,2022-12-04,work_order_completed,Operations,Southwest,ENT16333,14818.64,0,Medium,5.6,Completed
EVT0003544,2022-12-04,vendor_onboarded,Vendor Governance,Northeast,ENT35007,5373.52,0,Medium,4.8,Completed
EVT0003545,2022-12-04,work_order_completed,Operations,Northeast,ENT62605,6450.97,0,Medium,7.4,Open
EVT0003546,2022-12-04,work_order_completed,Operations,Southwest,ENT03412,18559.8,0,Medium,2.3,Delayed
EVT0003547,2022-12-04,invoice_processed,Finance,Southeast,ENT99246,2235.82,41085.16,Low,0.4,Open
EVT0003548,2022-12-04,invoice_processed,Finance,Southwest,ENT66797,942.93,71288.24,Low,0.3,Completed
EVT0003549,2022-12-04,asset_maintenance_completed,Asset Management,Northeast,ENT47875,13205.33,0,Medium,7.4,Delayed
EVT0003550,2022-12-04,refund_issued,Finance,Northeast,ENT79231,4666.54,-22298.44,Low,0.7,Completed
EVT0003551,2022-12-04,refund_issued,Finance,Southeast,ENT37185,3609.39,-19807.15,Medium,5.4,Delayed
EVT0003552,2022-12-04,invoice_processed,Finance,Central,ENT37414,1914.28,22723.16,Low,0.1,Completed
EVT0003553,2022-12-04,refund_issued,Finance,Northeast,ENT98291,333.06,-7485.85,Low,3.4,Open
EVT0003554,2022-12-04,work_order_completed,Operations,Southeast,ENT77850,9707.24,0,Medium,7.7,Delayed
EVT0003555,2022-12-04,forecast_adjusted,FP&A,Central,ENT01287,195.61,9545.34,Low,0.4,Completed
EVT0003556,2022-12-04,refund_issued,Finance,Southeast,ENT53743,905.84,-1930.72,Low,1.7,Completed
EVT0003557,2022-12-04,invoice_processed,Finance,Northeast,ENT15915,2313.84,76703.44,Low,1.5,Completed
EVT0003558,2022-12-04,asset_maintenance_completed,Asset Management,Northwest,ENT60072,26569.63,0,High,10.2,Delayed
EVT0003559,2022-12-04,forecast_adjusted,FP&A,Central,ENT19491,723.47,-7526.76,Low,0.3,Open
EVT0003560,2022-12-04,invoice_processed,Finance,Northwest,ENT55682,2490.39,84619.28,Low,0.1,Completed
EVT0003561,2022-12-04,refund_issued,Finance,Southwest,ENT33906,1689.74,-5936.11,Low,0.9,Completed
EVT0003562,2022-12-04,refund_issued,Finance,Northwest,ENT74370,5723.84,-1572.96,Medium,4.1,Delayed
EVT0003563,2022-12-04,invoice_processed,Finance,Southwest,ENT47548,862.21,78083.19,Low,0.8,Open
EVT0003564,2022-12-05,asset_maintenance_completed,Asset Management,Southwest,ENT54599,14011.52,0,Medium,5.5,Completed
EVT0003565,2022-12-05,invoice_processed,Finance,Central,ENT96926,447.77,24706.68,Low,1.3,Completed
EVT0003566,2022-12-05,invoice_processed,Finance,Central,ENT31323,1708.77,56322.57,Low,0.6,Completed
EVT0003567,2022-12-05,invoice_processed,Finance,Southeast,ENT09932,2395.66,14579.07,Low,0.2,Completed
EVT0003568,2022-12-05,work_order_completed,Operations,Southeast,ENT74923,12606.8,0,Medium,6.5,Completed
EVT0003569,2022-12-05,invoice_processed,Finance,Southwest,ENT03455,857.84,29208.0,Low,1.3,Completed
EVT0003570,2022-12-05,invoice_processed,Finance,Southwest,ENT06998,1453.26,60798.3,Low,0.5,Completed
EVT0003571,2022-12-05,asset_maintenance_completed,Asset Management,Northwest,ENT32878,43629.24,0,High,8.8,Open
EVT0003572,2022-12-05,invoice_processed,Finance,Central,ENT77491,1151.8,21168.04,Low,1.1,Completed
EVT0003573,2022-12-05,work_order_completed,Operations,Northeast,ENT61951,4398.87,0,Low,2.3,Completed
EVT0003574,2022-12-05,work_order_completed,Operations,Southeast,ENT47492,18557.74,0,Medium,2.1,Completed
EVT0003575,2022-12-05,work_order_completed,Operations,Northeast,ENT63401,7544.68,0,Medium,6.7,Completed
EVT0003576,2022-12-05,invoice_processed,Finance,Southeast,ENT26483,1603.89,77501.86,Low,1.3,Completed
EVT0003577,2022-12-05,invoice_processed,Finance,Central,ENT29290,2090.52,78918.39,Low,0.9,Completed
EVT0003578,2022-12-05,invoice_processed,Finance,Central,ENT32395,596.15,13848.86,Low,0.7,Completed
EVT0003579,2022-12-05,invoice_processed,Finance,Southwest,ENT38132,2374.67,4324.71,Low,0.6,Completed
EVT0003580,2022-12-05,invoice_processed,Finance,Northwest,ENT34382,1478.36,76234.83,Low,1.1,Completed
EVT0003581,2022-12-05,invoice_processed,Finance,Northeast,ENT69762,175.06,49330.48,Low,0.9,Completed
EVT0003582,2022-12-05,invoice_processed,Finance,Southwest,ENT61419,1932.72,16960.08,Low,0.2,Completed
EVT0003583,2022-12-06,invoice_processed,Finance,Southwest,ENT59049,335.05,4130.11,Low,0.5,Completed
EVT0003584,2022-12-06,refund_issued,Finance,Southwest,ENT68838,3288.14,-7973.59,Low,2.6,Completed
EVT0003585,2022-12-06,refund_issued,Finance,Northwest,ENT46403,5589.23,-20960.94,Medium,4.1,Completed
EVT0003586,2022-12-06,work_order_completed,Operations,Northeast,ENT29438,9112.73,0,Low,2.3,Delayed
EVT0003587,2022-12-06,vendor_onboarded,Vendor Governance,Central,ENT41160,1861.77,0,Medium,4.2,Delayed
EVT0003588,2022-12-06,asset_maintenance_completed,Asset Management,Southeast,ENT61187,30832.32,0,High,9.7,Completed
EVT0003589,2022-12-06,asset_maintenance_completed,Asset Management,Northwest,ENT74964,26120.92,0,Medium,2.7,Completed
EVT0003590,2022-12-06,refund_issued,Finance,Northwest,ENT87387,769.45,-8418.67,Medium,6.0,Completed
EVT0003591,2022-12-06,work_order_completed,Operations,Southwest,ENT40798,15236.35,0,Medium,4.9,Completed
EVT0003592,2022-12-06,invoice_processed,Finance,Southwest,ENT08599,1298.23,81517.29,Low,0.2,Completed
EVT0003593,2022-12-06,invoice_processed,Finance,Northwest,ENT20120,2111.59,80230.84,Low,0.5,Completed
EVT0003594,2022-12-06,work_order_completed,Operations,Central,ENT64570,25341.73,0,Medium,7.2,Open
EVT0003595,2022-12-06,invoice_processed,Finance,Northeast,ENT87657,1068.23,32917.79,Low,1.2,Completed
EVT0003596,2022-12-06,invoice_processed,Finance,Northeast,ENT63092,2038.12,34648.56,Low,0.8,Completed
EVT0003597,2022-12-06,work_order_completed,Operations,Central,ENT25029,11607.9,0,Low,3.4,Completed
EVT0003598,2022-12-06,forecast_adjusted,FP&A,Southeast,ENT21415,176.96,2160.96,Low,0.5,Completed
EVT0003599,2022-12-06,invoice_processed,Finance,Central,ENT03330,2465.05,46510.75,Low,0.8,Completed
EVT0003600,2022-12-06,refund_issued,Finance,Northwest,ENT04711,2123.82,-19185.7,Medium,4.5,Completed
EVT0003601,2022-12-06,work_order_completed,Operations,Southeast,ENT04597,18576.93,0,Medium,1.1,Reversed
EVT0003602,2022-12-06,work_order_completed,Operations,Central,ENT11839,9273.0,0,Medium,7.1,Completed
EVT0003603,2022-12-07,vendor_onboarded,Vendor Governance,Southeast,ENT26339,3223.48,0,Medium,4.9,Completed
EVT0003604,2022-12-07,invoice_processed,Finance,Central,ENT04738,1353.11,39717.05,Low,0.8,Completed
EVT0003605,2022-12-07,invoice_processed,Finance,Northwest,ENT56068,547.6,51069.09,Low,1.2,Completed
EVT0003606,2022-12-07,asset_maintenance_completed,Asset Management,Central,ENT48736,5243.89,0,Low,3.9,Completed
EVT0003607,2022-12-07,refund_issued,Finance,Northwest,ENT86504,2083.36,-2242.65,Low,3.2,Completed
EVT0003608,2022-12-07,vendor_onboarded,Vendor Governance,Central,ENT14393,7034.54,0,Low,1.5,Completed
EVT0003609,2022-12-07,work_order_completed,Operations,Northeast,ENT95936,2236.05,0,Medium,4.5,Delayed
EVT0003610,2022-12-07,work_order_completed,Operations,Central,ENT36145,5581.31,0,Low,2.3,Completed
EVT0003611,2022-12-07,refund_issued,Finance,Central,ENT34303,4946.64,-16010.38,Low,1.2,Completed
EVT0003612,2022-12-07,invoice_processed,Finance,Northwest,ENT93937,1197.39,36964.92,Low,0.6,Completed
EVT0003613,2022-12-07,invoice_processed,Finance,Southeast,ENT64820,2440.9,76992.12,Low,1.5,Completed
EVT0003614,2022-12-07,work_order_completed,Operations,Northeast,ENT76450,29457.15,0,Medium,2.1,Completed
EVT0003615,2022-12-07,invoice_processed,Finance,Central,ENT07445,941.47,49454.93,Low,1.4,Delayed
EVT0003616,2022-12-07,refund_issued,Finance,Northwest,ENT04901,3496.79,-12859.87,Low,2.7,Completed
EVT0003617,2022-12-07,invoice_processed,Finance,Northeast,ENT88460,2455.84,33122.64,Low,1.0,Completed
EVT0003618,2022-12-07,vendor_onboarded,Vendor Governance,Northwest,ENT32826,10081.73,0,Low,1.4,Completed
EVT0003619,2022-12-07,invoice_processed,Finance,Northeast,ENT37665,440.28,28415.72,Low,0.5,Completed
EVT0003620,2022-12-07,asset_maintenance_completed,Asset Management,Northwest,ENT62987,11912.43,0,Medium,6.6,Completed
EVT0003621,2022-12-07,work_order_completed,Operations,Southeast,ENT39973,14374.31,0,Low,2.2,Reversed
EVT0003622,2022-12-07,asset_maintenance_completed,Asset Management,Northwest,ENT31294,3302.55,0,Low,1.5,Completed
EVT0003623,2022-12-08,work_order_completed,Operations,Northeast,ENT45919,2815.69,0,Medium,7.9,Completed
EVT0003624,2022-12-08,work_order_completed,Operations,Northwest,ENT88215,17609.33,0,Medium,6.9,Completed
EVT0003625,2022-12-08,refund_issued,Finance,Central,ENT28049,3692.12,-18926.32,Low,0.6,Completed
EVT0003626,2022-12-08,refund_issued,Finance,Northwest,ENT83414,2628.72,-6075.73,Low,0.8,Open
EVT0003627,2022-12-08,invoice_processed,Finance,Northwest,ENT75820,1780.16,57282.61,Low,0.9,Completed
EVT0003628,2022-12-08,work_order_completed,Operations,Northeast,ENT21198,6588.15,0,Medium,5.3,Completed
EVT0003629,2022-12-08,invoice_processed,Finance,Central,ENT97113,609.94,34281.12,Low,0.3,Reversed
EVT0003630,2022-12-08,invoice_processed,Finance,Southeast,ENT68935,711.76,38616.73,Low,0.6,Completed
EVT0003631,2022-12-08,asset_maintenance_completed,Asset Management,Southeast,ENT83690,6618.86,0,High,10.9,Completed
EVT0003632,2022-12-08,invoice_processed,Finance,Southwest,ENT49359,1556.33,60201.83,Low,0.5,Completed
EVT0003633,2022-12-08,invoice_processed,Finance,Northwest,ENT24753,2408.51,24194.25,Low,1.5,Completed
EVT0003634,2022-12-08,invoice_processed,Finance,Southeast,ENT67541,1569.57,45121.57,Low,0.5,Completed
EVT0003635,2022-12-08,invoice_processed,Finance,Southeast,ENT43613,375.47,37960.01,Low,0.8,Completed
EVT0003636,2022-12-08,invoice_processed,Finance,Southeast,ENT03959,192.36,83296.72,Low,1.0,Completed
EVT0003637,2022-12-09,invoice_processed,Finance,Northeast,ENT00869,436.09,38602.52,Low,0.6,Completed
EVT0003638,2022-12-09,invoice_processed,Finance,Southeast,ENT58774,2045.1,41683.13,Low,0.4,Completed
EVT0003639,2022-12-09,invoice_processed,Finance,Northwest,ENT97597,2241.75,6735.34,Low,0.9,Completed
EVT0003640,2022-12-09,asset_maintenance_completed,Asset Management,Southeast,ENT16577,21822.38,0,Medium,7.3,Completed
EVT0003641,2022-12-09,work_order_completed,Operations,Central,ENT47609,24500.71,0,Medium,2.3,Reversed
EVT0003642,2022-12-09,work_order_completed,Operations,Northwest,ENT92931,7933.47,0,Low,2.1,Completed
EVT0003643,2022-12-09,invoice_processed,Finance,Southeast,ENT71346,450.88,48577.7,Low,0.4,Completed
EVT0003644,2022-12-09,refund_issued,Finance,Northeast,ENT35605,3108.6,-24763.53,Low,3.6,Completed
EVT0003645,2022-12-09,vendor_onboarded,Vendor Governance,Northwest,ENT98681,3890.68,0,Low,1.3,Completed
EVT0003646,2022-12-09,work_order_completed,Operations,Northwest,ENT18467,1038.35,0,Low,2.0,Completed
EVT0003647,2022-12-09,work_order_completed,Operations,Northeast,ENT24158,21385.51,0,Medium,7.5,Completed
EVT0003648,2022-12-09,asset_maintenance_completed,Asset Management,Northwest,ENT22048,17188.55,0,High,10.0,Completed
EVT0003649,2022-12-09,work_order_completed,Operations,Southeast,ENT00657,13433.35,0,Low,3.2,Completed
EVT0003650,2022-12-09,work_order_completed,Operations,Northeast,ENT42183,14902.34,0,Low,3.3,Completed
EVT0003651,2022-12-09,work_order_completed,Operations,Central,ENT18903,4510.42,0,Low,3.4,Completed
EVT0003652,2022-12-09,work_order_completed,Operations,Southwest,ENT24164,25654.83,0,Medium,1.6,Completed
EVT0003653,2022-12-10,work_order_completed,Operations,Northeast,ENT78424,15054.49,0,Medium,1.1,Completed
EVT0003654,2022-12-10,refund_issued,Finance,Central,ENT69816,2183.51,-10728.43,Medium,5.8,Completed
EVT0003655,2022-12-10,invoice_processed,Finance,Northeast,ENT13260,1127.74,13097.28,Low,1.3,Completed
EVT0003656,2022-12-10,invoice_processed,Finance,Southwest,ENT88348,1316.49,52082.72,Low,0.2,Completed
EVT0003657,2022-12-10,asset_maintenance_completed,Asset Management,Southeast,ENT62966,43893.22,0,Medium,6.0,Delayed
EVT0003658,2022-12-10,work_order_completed,Operations,Southwest,ENT08522,9415.56,0,Medium,4.3,Open
EVT0003659,2022-12-10,refund_issued,Finance,Northwest,ENT11700,3237.83,-10138.41,Low,1.5,Completed
EVT0003660,2022-12-10,work_order_completed,Operations,Central,ENT42877,11213.26,0,Medium,7.3,Open
EVT0003661,2022-12-10,work_order_completed,Operations,Northwest,ENT83572,12414.54,0,Medium,6.9,Open
EVT0003662,2022-12-10,refund_issued,Finance,Northwest,ENT77347,4906.94,-12677.23,Medium,4.5,Completed
EVT0003663,2022-12-10,invoice_processed,Finance,Southwest,ENT66913,1393.02,9779.34,Low,0.5,Completed
EVT0003664,2022-12-10,work_order_completed,Operations,Southwest,ENT07838,9976.16,0,Medium,6.7,Delayed
EVT0003665,2022-12-10,invoice_processed,Finance,Southwest,ENT08221,701.69,13594.18,Low,0.8,Completed
EVT0003666,2022-12-10,work_order_completed,Operations,Southwest,ENT57162,2376.31,0,Medium,4.0,Reversed
EVT0003667,2022-12-10,asset_maintenance_completed,Asset Management,Southwest,ENT15511,13715.35,0,Low,2.5,Completed
EVT0003668,2022-12-10,invoice_processed,Finance,Southwest,ENT46071,358.58,16848.38,Low,0.4,Completed
EVT0003669,2022-12-10,refund_issued,Finance,Southwest,ENT88538,395.0,-14039.72,Low,2.9,Completed
EVT0003670,2022-12-10,invoice_processed,Finance,Central,ENT00319,2497.08,9212.36,Low,0.2,Completed
EVT0003671,2022-12-10,vendor_onboarded,Vendor Governance,Southwest,ENT28313,11093.84,0,Low,2.1,Completed
EVT0003672,2022-12-10,invoice_processed,Finance,Northwest,ENT92187,412.87,51776.93,Low,0.9,Reversed
EVT0003673,2022-12-10,invoice_processed,Finance,Southeast,ENT22818,1198.41,80605.49,Low,0.9,Completed
EVT0003674,2022-12-10,work_order_completed,Operations,Northeast,ENT25181,7175.2,0,Medium,4.2,Reversed
EVT0003675,2022-12-10,invoice_processed,Finance,Southwest,ENT88298,360.2,42745.79,Low,1.2,Completed
EVT0003676,2022-12-10,invoice_processed,Finance,Southeast,ENT99897,545.87,13671.19,Low,1.4,Completed
EVT0003677,2022-12-10,refund_issued,Finance,Northeast,ENT05433,424.28,-1224.18,Medium,4.7,Open
EVT0003678,2022-12-11,work_order_completed,Operations,Northeast,ENT66139,22991.05,0,Medium,7.8,Completed
EVT0003679,2022-12-11,invoice_processed,Finance,Northwest,ENT60686,2048.66,73395.53,Low,0.9,Completed
EVT0003680,2022-12-11,work_order_completed,Operations,Central,ENT30801,17136.65,0,Medium,7.7,Completed
EVT0003681,2022-12-11,asset_maintenance_completed,Asset Management,Central,ENT93063,31833.36,0,Medium,5.7,Open
EVT0003682,2022-12-11,asset_maintenance_completed,Asset Management,Northwest,ENT52975,17409.53,0,Medium,2.5,Completed
EVT0003683,2022-12-11,work_order_completed,Operations,Northwest,ENT64752,14162.6,0,High,8.8,Open
